lid,spectrum,sample,exact,z,hb_class_0.1.0,hb_class_0.2.0,hb_c50_sys_0.1.0,hb_c50_sys_0.2.0,hb_delta_c50,hb_bic_margin_0.2.0,hb_n_broad_0.2.0,hb_fit_status_0.2.0,ha_class_0.1.0,ha_class_0.2.0,ha_c50_sys_0.1.0,ha_c50_sys_0.2.0,ha_delta_c50,ha_bic_margin_0.2.0,conti_feop_fwhm_0.2.0,conti_at_bound_0.2.0,feuv_fwhm_fixed_0.2.0,continuum_status_0.2.0
9000000378,spec-9139-58038-0319.fits,Liu+2014,False,0.235,C,C,484.399,484.286,-0.113,3.968,2,success,F,F,254.458,254.484,0.025,21.469,9956.000,"feop_norm,feuv_shift",True,success
9000000378,spec-9219-57923-0234.fits,Liu+2014,False,0.235,C,C,381.360,381.346,-0.014,5.561,2,success,F,F,253.322,253.313,-0.009,2.274,9956.000,"feop_norm,feuv_shift",True,success
9000000379,spec-0640-52178-0357.fits,Liu+2014,True,0.266,C,C,-240.504,-240.400,0.104,6.673,2,success,F,F,-5.895,-5.911,-0.016,0.176,2342.438,feuv_shift,True,success
9000000379,spec-0640-52200-0344.fits,Liu+2014,False,0.266,F,F,-166.337,-180.683,-14.346,9.177,1,success,F,F,-42.483,-59.427,-16.944,7.777,1897.416,feuv_shift,True,success
9000000380,spec-0640-52178-0074.fits,Liu+2014,True,0.432,C,C,994.071,993.137,-0.934,20.516,3,success,--,,,,,,1200.729,feuv_shift,True,success
9000000380,spec-0640-52200-0072.fits,Liu+2014,False,0.432,C,C,1044.795,1044.819,0.025,23.182,3,success,--,,,,,,8826.552,"feop_norm,feop_shift",True,success
9000000381,spec-0641-52176-0267.fits,Liu+2014,False,0.267,A,A,-529.712,-529.711,0.001,4.608,2,success,F,F,-200.717,-200.715,0.002,7.988,6510.239,feuv_shift,True,success
9000000381,spec-0641-52199-0264.fits,Liu+2014,True,0.267,A,A,-500.100,-502.057,-1.958,9.390,2,success,F,F,-267.766,-267.803,-0.038,8.787,7298.679,feuv_shift,True,success
9000000382,spec-0990-52465-0087.fits,Liu+2014,True,0.356,W,W,-238.756,-236.341,2.415,4.470,1,success,W,W,-292.679,-291.257,1.422,2.227,1207.153,,True,success
9000000382,spec-9143-57665-0390.fits,Liu+2014,False,0.356,W,W,-191.758,-197.545,-5.786,8.783,2,success,W,W,-123.020,-123.879,-0.859,53.134,1333.958,"feuv_fwhm,feuv_shift",False,success
9000000382,spec-9228-58014-0362.fits,Liu+2014,False,0.356,W,W,-200.261,-203.689,-3.428,5.373,1,success,W,W,-153.322,-153.910,-0.588,84.847,1200.000,feop_fwhm,True,success
9000000383,spec-0733-52207-0265.fits,Liu+2014,True,0.535,C,C,-379.785,-408.541,-28.755,11.077,2,success,--,,,,,,2769.360,"feuv_fwhm,feuv_shift",False,success
9000000384,spec-1105-52937-0256.fits,Liu+2014,True,0.695,A,A,623.098,622.535,-0.563,5.239,1,success,--,,,,,,9999.260,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000384,spec-9145-58041-0929.fits,Liu+2014,False,0.695,A,A,333.750,331.379,-2.371,14.376,2,success,--,,,,,,9993.413,"feop_norm,feuv_fwhm",False,success
9000000384,spec-9234-58037-0735.fits,Liu+2014,False,0.695,A,A,389.625,385.753,-3.871,14.382,2,success,--,,,,,,1252.543,"feop_norm,feuv_fwhm",False,success
9000000385,spec-0717-52468-0532.fits,Liu+2014,True,0.295,A,A,881.883,938.378,56.495,16.848,1,success,A,A,342.068,341.571,-0.497,4.678,2856.483,,True,success
9000000386,spec-0375-52140-0190.fits,Liu+2014,True,0.293,F,F,268.066,271.797,3.730,6.455,2,success,A,A,312.511,312.495,-0.016,21.652,9333.831,feop_norm,True,success
9000000386,spec-9147-58038-0993.fits,Liu+2014,False,0.293,F,F,54.519,55.386,0.867,5.367,2,success,F,F,225.996,225.997,0.001,11.033,2548.873,,True,success
9000000386,spec-9241-58014-0361.fits,Liu+2014,False,0.293,F,F,96.844,95.310,-1.534,12.569,2,success,F,F,212.693,212.890,0.197,33.049,1534.591,,True,success
9000000389,spec-0722-52206-0326.fits,Liu+2014,False,0.457,C,C,-246.246,-255.717,-9.471,19.354,3,success,--,,,,,,2010.864,,False,success
9000000389,spec-0722-52224-0332.fits,Liu+2014,True,0.457,F,F,-238.993,-261.866,-22.873,7.350,2,success,--,,,,,,1838.515,,False,success
9000000390,spec-0723-52201-0569.fits,Liu+2014,True,0.458,A,A,369.217,369.721,0.504,1.798,1,success,--,,,,,,10000.000,"feop_fwhm,feop_shift",False,success
9000000391,spec-2261-53612-0639.fits,Liu+2014,True,0.522,C,C,-233.441,-234.569,-1.128,7.444,2,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000391,spec-7657-57309-0164.fits,Liu+2014,False,0.522,C,F,-148.102,-188.072,-39.970,3.267,2,success,X,X,-454.608,-454.247,0.361,4.489,1200.852,"feuv_fwhm,feuv_shift",False,success
9000000392,spec-0724-52238-0370.fits,Liu+2014,False,0.409,A,A,658.731,626.957,-31.774,4.161,1,success,--,,,,,,2260.446,,True,success
9000000392,spec-0724-52254-0367.fits,Liu+2014,True,0.409,A,A,653.767,659.920,6.152,8.371,1,success,--,,,,,,3525.307,,True,success
9000000393,spec-0742-52263-0109.fits,Liu+2014,True,0.382,C,B,317.820,398.947,81.127,41.858,3,success,A,C,356.842,379.259,22.417,0.816,1243.779,feop_norm,True,success
9000000394,spec-0725-52258-0170.fits,Liu+2014,True,0.181,W,W,48.295,48.579,0.284,48.852,3,success,W,W,69.787,70.567,0.779,72.975,1533.835,,False,success
9000000395,spec-0725-52258-0632.fits,Liu+2014,True,0.193,A,A,643.793,643.796,0.002,1.976,2,success,C,C,798.102,798.100,-0.002,0.574,2543.535,,False,success
9000000396,spec-0745-52258-0212.fits,Liu+2014,True,0.563,B,B,-1729.593,-1744.398,-14.805,10.220,2,success,--,,,,,,8368.042,"feuv_fwhm,feuv_shift",False,success
9000000396,spec-6148-56209-0586.fits,Liu+2014,False,0.563,B,B,-1840.614,-1948.353,-107.739,6.061,2,success,B,B,1164.001,1159.859,-4.142,6.723,1846.495,"feop_shift,feuv_fwhm,feuv_shift",False,success
9000000397,spec-0648-52559-0609.fits,Liu+2014,True,0.462,A,A,498.279,476.025,-22.253,2.384,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000397,spec-7166-56602-0526.fits,Liu+2014,False,0.462,A,A,643.296,616.209,-27.087,1.977,2,success,A,A,482.829,482.566,-0.263,2.335,10000.000,"feop_norm,feop_fwhm,feop_shift,feuv_fwhm",False,success
9000000398,spec-0684-52523-0592.fits,Liu+2014,True,0.579,C,C,296.930,301.468,4.539,13.837,2,success,--,,,,,,1632.055,,False,success
9000000398,spec-0685-52203-0370.fits,Liu+2014,False,0.579,A,C,318.838,295.188,-23.651,12.687,2,success,--,,,,,,1714.935,"feuv_fwhm,feuv_shift",False,success
9000000398,spec-4215-55471-0938.fits,Liu+2014,False,0.579,F,F,294.048,290.783,-3.265,3.190,1,success,--,,,,,,1739.298,,False,success
9000000398,spec-7848-56959-0280.fits,Liu+2014,False,0.579,C,C,389.549,388.180,-1.369,31.393,3,success,--,,,,,,2486.331,,False,success
9000000398,spec-9159-57666-0867.fits,Liu+2014,False,0.579,F,F,289.608,283.868,-5.740,2.218,2,success,--,,,,,,1656.320,,False,success
9000000398,spec-9179-57682-0242.fits,Liu+2014,False,0.579,A,A,344.068,320.535,-23.533,4.800,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000398,spec-9198-57713-0184.fits,Liu+2014,False,0.579,C,A,333.863,322.983,-10.880,1.923,2,success,--,,,,,,1449.683,feuv_fwhm,False,success
9000000399,spec-0651-52141-0072.fits,Eracleous+2012,False,0.229,C,C,-1243.452,-1243.409,0.043,17.212,3,success,C,C,-1060.863,-1060.924,-0.062,124.394,10000.000,"feop_norm,feop_fwhm,feop_shift",False,success
9000000399,spec-7169-56628-0344.fits,Eracleous+2012,False,0.229,C,C,-1693.410,-1646.500,46.910,184.452,3,success,C,C,-1882.297,-1882.988,-0.692,546.151,1200.000,feop_fwhm,True,success
9000000400,spec-0390-51816-0585.fits,Eracleous+2012,False,0.402,F,F,5.504,5.525,0.021,5.288,2,success,--,,,,,,1922.363,"feop_norm,feuv_shift",True,success
9000000400,spec-0390-51900-0587.fits,Eracleous+2012,False,0.402,F,F,-210.053,-209.911,0.142,43.411,3,success,--,,,,,,9956.000,"feop_norm,feuv_shift",True,success
9000000400,spec-7866-57002-0608.fits,Eracleous+2012,False,0.402,F,F,-259.912,-271.286,-11.374,0.178,2,success,A,A,-356.902,-356.132,0.770,86.223,9956.000,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000400,spec-9405-58048-0880.fits,Eracleous+2012,False,0.402,F,F,92.649,63.429,-29.220,86.608,3,success,F,F,-201.343,-202.258,-0.915,95.223,2193.486,"feop_shift,feuv_fwhm,feuv_shift",False,success
9000000401,spec-0665-52168-0597.fits,Eracleous+2012,False,0.165,B,B,676.603,676.971,0.369,51.508,3,success,C,C,530.083,531.032,0.948,82.189,3310.794,pl_alpha,False,success
9000000401,spec-7184-56629-0734.fits,Eracleous+2012,False,0.165,A,A,310.986,304.368,-6.618,7.497,2,success,A,C,358.754,372.068,13.315,64.285,2457.594,,False,success
9000000402,spec-0666-52149-0187.fits,Eracleous+2012,False,0.360,B,B,526.731,526.698,-0.032,49.573,3,success,C,C,190.391,190.390,-0.002,60.579,2163.801,feuv_shift,True,success
9000000402,spec-7184-56629-0074.fits,Eracleous+2012,False,0.360,C,F,165.422,150.093,-15.329,22.753,3,success,C,C,152.980,171.663,18.683,95.117,5035.874,"feuv_fwhm,feuv_shift",False,success
9000000403,spec-0405-51816-0189.fits,Eracleous+2012,False,0.394,B,B,-337.424,-337.427,-0.003,6.802,2,success,--,,,,,,1232.019,"feop_norm,feuv_shift",True,success
9000000403,spec-0702-52178-0075.fits,Eracleous+2012,False,0.394,B,B,86.607,86.586,-0.021,7.037,2,success,--,,,,,,1215.223,"feop_norm,feuv_shift",True,success
9000000403,spec-7834-56979-0188.fits,Eracleous+2012,False,0.394,B,B,2165.403,2105.638,-59.765,171.119,3,success,C,C,-512.358,-512.130,0.228,31.991,7226.161,"feuv_fwhm,feuv_shift",False,success
9000000403,spec-9383-58097-0291.fits,Eracleous+2012,False,0.394,B,B,2146.013,393.559,-1752.454,20.552,3,success,B,B,-332.407,-323.543,8.864,84.500,9857.266,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000404,spec-0668-52162-0540.fits,Eracleous+2012,False,0.214,B,B,762.865,762.875,0.010,12.376,3,success,C,C,-555.987,-555.967,0.020,51.083,2481.367,feop_norm,False,success
9000000405,spec-1665-52976-0377.fits,Eracleous+2012,False,0.236,B,B,413.500,425.718,12.218,11.200,3,success,C,C,437.094,436.225,-0.870,153.249,1589.407,,False,success
9000000406,spec-0432-51884-0324.fits,Eracleous+2012,False,0.235,C,C,631.095,631.095,-0.000,3.211,2,success,C,C,314.300,314.299,-0.001,73.944,9997.790,feop_norm,False,success
9000000406,spec-8290-57364-0409.fits,Eracleous+2012,False,0.235,A,A,643.740,610.661,-33.079,12.220,2,success,F,F,269.768,269.743,-0.025,75.119,1200.000,"feop_fwhm,feuv_shift",True,success
9000000407,spec-0888-52339-0639.fits,Eracleous+2012,False,0.325,C,C,480.753,480.530,-0.223,33.763,3,success,C,C,489.885,489.928,0.043,128.403,9995.527,feop_norm,True,success
9000000408,spec-1779-53089-0238.fits,Eracleous+2012,False,0.273,B,B,1938.969,1939.055,0.086,16.588,3,success,C,C,60.659,60.613,-0.045,59.566,9956.000,"feop_norm,feuv_shift",True,success
9000000408,spec-8303-57805-0778.fits,Eracleous+2012,False,0.273,B,B,2716.383,2184.829,-531.554,35.945,3,success,B,B,835.234,257.142,-578.093,59.088,1214.490,"feop_norm,feuv_shift",True,success
9000000409,spec-0545-52202-0238.fits,Eracleous+2012,False,0.464,A,A,-1696.397,-1743.118,-46.721,1.706,1,success,--,,,,,,1243.999,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000410,spec-0440-51885-0148.fits,Eracleous+2012,False,0.274,B,B,-486.528,-486.326,0.201,10.038,2,success,B,B,-384.650,-384.705,-0.055,33.082,9956.000,"feop_norm,feuv_shift",True,success
9000000410,spec-0440-51912-0148.fits,Eracleous+2012,False,0.274,B,B,465.952,465.933,-0.019,11.850,2,success,B,B,-407.711,-407.717,-0.006,14.204,1200.000,"feop_norm,feop_fwhm,feop_shift,feuv_shift",True,success
9000000410,spec-7378-56715-0689.fits,Eracleous+2012,False,0.274,B,B,312.663,312.475,-0.188,2.157,2,success,B,B,-115.507,-115.586,-0.079,126.665,2247.273,feop_norm,True,success
9000000411,spec-1757-53083-0565.fits,Eracleous+2012,False,0.381,A,A,1095.823,1096.371,0.548,11.540,1,success,A,A,660.886,660.811,-0.075,12.958,1427.226,feop_norm,True,success
9000000412,spec-1267-52932-0066.fits,Eracleous+2012,False,0.321,A,A,1332.860,1332.859,-0.001,3.960,2,success,C,C,941.526,941.526,-0.000,21.707,2292.796,feop_norm,True,success
9000000412,spec-9612-57801-0240.fits,Eracleous+2012,False,0.321,C,C,647.549,647.546,-0.003,5.488,2,success,C,C,479.208,479.212,0.004,66.880,2443.363,feop_norm,True,success
9000000412,spec-10658-58439-0416.fits,Eracleous+2012,False,0.321,A,A,893.068,893.270,0.202,2.283,1,success,A,A,407.088,407.089,0.001,7.980,1273.441,"feop_norm,feuv_shift",True,success
9000000412,spec-11124-58430-0828.fits,Eracleous+2012,False,0.321,A,A,643.470,643.230,-0.241,2.566,1,success,A,A,444.516,444.511,-0.005,6.516,2335.021,"feop_norm,feop_shift",True,success
9000000413,spec-1783-53386-0164.fits,Eracleous+2012,False,0.402,C,C,-426.772,-426.706,0.066,4.467,2,success,--,,,,,,9956.000,"feop_norm,feuv_shift",True,success
9000000413,spec-7374-56751-0620.fits,Eracleous+2012,False,0.402,C,C,220.620,220.429,-0.191,1.322,2,success,F,F,-29.219,-29.197,0.023,62.486,1200.436,"feop_norm,feuv_shift",False,success
9000000414,spec-0446-51899-0173.fits,Eracleous+2012,False,0.218,F,F,-66.087,-66.173,-0.086,3.199,2,success,F,F,38.416,38.414,-0.002,372.778,9999.969,feop_norm,False,success
9000000414,spec-7276-57061-0470.fits,Eracleous+2012,False,0.218,C,C,-337.739,-337.756,-0.017,35.009,3,success,C,C,-195.520,-195.516,0.004,183.606,9956.000,"feop_norm,feuv_shift",True,success
9000000415,spec-0468-51912-0082.fits,Eracleous+2012,False,0.237,B,B,-628.103,-627.133,0.970,7.443,2,success,A,A,-440.180,-440.222,-0.041,2.844,2135.440,,False,success
9000000416,spec-1592-52990-0139.fits,Eracleous+2012,False,0.452,B,B,2512.595,2492.373,-20.223,40.816,3,success,--,,,,,,3353.356,,False,success
9000000416,spec-10443-58155-0845.fits,Eracleous+2012,False,0.452,B,B,2095.341,1901.091,-194.249,14.961,3,success,A,A,1502.014,1500.386,-1.628,10.696,5592.783,feuv_fwhm,False,success
9000000416,spec-11375-58426-0902.fits,Eracleous+2012,False,0.452,B,B,2389.890,2271.729,-118.160,2.635,2,success,A,A,1066.933,1065.916,-1.017,11.248,2815.655,feuv_fwhm,False,success
9000000417,spec-2438-54056-0116.fits,Eracleous+2012,False,0.207,B,B,-777.121,-777.101,0.020,9.963,2,success,B,B,-523.828,-523.822,0.006,30.962,9999.997,"feop_norm,feop_fwhm",False,success
9000000417,spec-9547-57806-0016.fits,Eracleous+2012,False,0.207,B,B,-282.947,-221.775,61.172,1.613,2,success,B,B,-783.012,-784.445,-1.433,11.877,1200.000,"feop_fwhm,feuv_shift",True,success
9000000417,spec-9581-57783-0437.fits,Eracleous+2012,False,0.207,B,B,-831.717,-904.330,-72.613,11.048,2,success,B,B,-743.561,-742.376,1.185,5.099,10000.000,"feop_fwhm,feop_shift",True,success
9000000418,spec-1939-53389-0467.fits,Eracleous+2012,False,0.713,B,B,1269.540,1262.832,-6.708,173.708,3,success,--,,,,,,1244.551,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000418,spec-10440-58138-0190.fits,Eracleous+2012,False,0.713,B,B,1220.733,1170.960,-49.772,618.952,3,success,--,,,,,,1557.850,"feuv_fwhm,feuv_shift",False,success
9000000418,spec-11376-58430-0084.fits,Eracleous+2012,False,0.713,B,B,1260.374,1059.885,-200.489,587.295,3,success,--,,,,,,1200.007,"feuv_fwhm,feuv_shift",False,success
9000000419,spec-0475-51965-0590.fits,Eracleous+2012,False,0.460,B,B,-810.201,-846.058,-35.857,31.824,3,success,--,,,,,,2465.460,feuv_fwhm,False,success
9000000420,spec-0768-52281-0473.fits,Eracleous+2012,False,0.228,C,C,1873.416,1873.412,-0.004,5.202,2,success,C,C,1218.798,1218.801,0.003,241.365,2400.089,feop_norm,False,success
9000000420,spec-7286-57096-0113.fits,Eracleous+2012,False,0.228,B,B,624.995,625.013,0.017,3.292,2,success,B,B,563.330,563.336,0.006,164.287,9956.000,"feop_norm,feuv_shift",True,success
9000000421,spec-0476-52027-0562.fits,Eracleous+2012,False,0.171,B,B,386.232,452.847,66.615,10.221,2,success,C,C,-42.611,-44.070,-1.460,98.469,10000.000,"feop_fwhm,feop_shift",False,success
9000000421,spec-0476-52314-0570.fits,Eracleous+2012,False,0.171,B,B,585.280,714.087,128.807,9.266,2,success,C,C,19.609,17.841,-1.768,108.037,9999.972,,False,success
9000000422,spec-0480-51989-0480.fits,Eracleous+2012,False,0.220,W,W,1686.162,1686.158,-0.004,67.570,3,success,C,C,1407.370,1407.298,-0.071,191.705,9956.008,feop_norm,False,success
9000000423,spec-1276-53035-0156.fits,Eracleous+2012,False,0.451,C,C,-580.747,-564.810,15.937,11.552,2,success,--,,,,,,3430.460,,False,success
9000000423,spec-8833-57779-0085.fits,Eracleous+2012,False,0.451,C,C,-1736.418,-1724.795,11.623,13.636,2,success,C,C,-650.186,-645.475,4.712,6.650,1827.487,"feuv_fwhm,feuv_shift",False,success
9000000424,spec-0902-52409-0498.fits,Eracleous+2012,False,0.214,C,C,-1435.081,-1435.104,-0.023,9.399,2,success,C,C,-1211.372,-1211.400,-0.028,19.142,1377.772,feop_norm,False,success
9000000424,spec-7287-57042-0086.fits,Eracleous+2012,False,0.214,F,F,-75.771,-225.353,-149.583,3.865,2,success,F,F,-298.030,-274.632,23.398,10.648,2033.801,,True,success
9000000425,spec-0942-52703-0322.fits,Eracleous+2012,False,0.259,C,C,663.466,663.181,-0.285,15.121,3,success,A,A,317.996,317.996,-0.001,37.561,9997.187,feop_norm,True,success
9000000425,spec-7284-56683-0383.fits,Eracleous+2012,False,0.259,C,C,419.957,418.874,-1.083,25.271,3,success,F,F,251.118,251.010,-0.108,101.869,1483.188,,True,success
9000000426,spec-0574-52347-0201.fits,Eracleous+2012,False,0.499,A,A,630.098,617.715,-12.382,8.500,2,success,--,,,,,,9916.035,"feop_norm,feuv_fwhm",False,success
9000000426,spec-0574-52355-0212.fits,Eracleous+2012,False,0.499,A,A,910.706,899.789,-10.918,8.630,2,success,--,,,,,,9998.650,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000426,spec-0574-52356-0215.fits,Eracleous+2012,False,0.499,A,A,979.989,978.242,-1.747,8.969,2,success,--,,,,,,1362.506,,False,success
9000000426,spec-0574-52366-0215.fits,Eracleous+2012,False,0.499,A,A,918.323,904.323,-14.000,8.850,2,success,--,,,,,,1207.881,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000427,spec-0944-52614-0146.fits,Eracleous+2012,False,0.364,C,C,1125.759,1125.694,-0.065,5.530,2,success,C,C,698.287,698.301,0.014,71.165,9999.786,"feop_norm,feop_shift",True,success
9000000427,spec-7385-56710-0214.fits,Eracleous+2012,False,0.364,A,A,1200.764,1167.254,-33.510,10.154,2,success,A,A,1023.651,1020.579,-3.072,22.685,9999.780,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000428,spec-1429-52990-0401.fits,Eracleous+2012,False,0.584,C,C,-1002.610,-972.425,30.185,5.675,2,success,--,,,,,,1533.671,feuv_fwhm,False,success
9000000428,spec-7388-56783-0362.fits,Eracleous+2012,False,0.584,C,C,-1165.326,-1112.099,53.226,44.176,3,success,--,,,,,,2570.532,feuv_fwhm,False,success
9000000429,spec-0274-51913-0057.fits,Eracleous+2012,False,0.303,A,A,1805.903,1805.847,-0.056,0.789,1,success,A,A,916.342,916.324,-0.018,3.701,9999.728,"feop_norm,feop_shift",True,success
9000000430,spec-2025-53431-0603.fits,Eracleous+2012,False,0.272,C,C,-3603.332,-3603.325,0.007,6.734,2,success,C,C,-3399.384,-3399.379,0.005,5.945,6554.838,feuv_shift,True,success
9000000430,spec-10270-58488-0911.fits,Eracleous+2012,False,0.272,C,C,-3495.606,-3485.720,9.887,31.504,3,success,C,C,-2534.460,-2472.453,62.007,46.282,2392.250,feuv_shift,True,success
9000000431,spec-2481-54068-0514.fits,Eracleous+2012,False,0.400,A,A,699.151,881.965,182.814,0.655,1,success,--,,,,,,3489.682,,True,success
9000000431,spec-2481-54086-0448.fits,Eracleous+2012,False,0.400,C,C,233.056,261.811,28.754,16.528,2,success,--,,,,,,5366.601,,True,success
9000000431,spec-3251-54882-0615.fits,Eracleous+2012,False,0.400,C,C,274.068,270.353,-3.715,15.813,2,success,--,,,,,,3321.802,,True,success
9000000431,spec-10467-58138-0636.fits,Eracleous+2012,False,0.400,A,A,449.101,368.515,-80.586,0.866,1,success,C,C,293.142,292.371,-0.771,21.990,2757.793,feuv_fwhm,False,success
9000000432,spec-2485-54176-0188.fits,Eracleous+2012,False,0.347,A,A,1331.163,1331.161,-0.002,69.202,3,success,A,A,1296.067,1296.066,-0.001,8.684,1204.661,"feop_norm,feuv_shift",True,success
9000000433,spec-0509-52374-0323.fits,Eracleous+2012,False,0.355,B,B,-587.056,-586.045,1.011,9.644,2,success,A,A,-911.124,-911.341,-0.217,12.236,4136.085,feuv_shift,True,success
9000000434,spec-0581-52353-0165.fits,Eracleous+2012,False,0.327,A,A,-1976.781,-1969.519,7.262,0.609,1,success,A,A,-1746.353,-1745.306,1.047,3.196,1598.320,,True,success
9000000434,spec-0581-52356-0167.fits,Eracleous+2012,False,0.327,F,F,243.329,247.331,4.002,7.382,1,success,B,B,-1056.875,-1056.707,0.168,13.359,8374.533,,True,success
9000000435,spec-1012-52649-0216.fits,Eracleous+2012,False,0.239,A,A,1302.713,1302.123,-0.590,7.786,1,success,C,C,782.606,782.538,-0.068,13.268,2316.395,feop_shift,False,success
9000000435,spec-8165-57374-0942.fits,Eracleous+2012,False,0.239,E,E,-47.723,-53.647,-5.923,6.208,1,success,B,B,-481.015,-479.636,1.379,0.311,9846.782,feop_norm,True,success
9000000436,spec-1012-52649-0503.fits,Eracleous+2012,False,0.419,B,B,-349.281,-311.047,38.234,11.752,2,success,--,,,,,,1354.869,,True,success
9000000436,spec-8171-57135-0156.fits,Eracleous+2012,False,0.419,B,B,-455.165,-468.333,-13.168,47.351,3,success,B,B,-185.942,-187.740,-1.798,131.425,1744.866,feuv_fwhm,False,success
9000000437,spec-1605-53062-0125.fits,Eracleous+2012,False,0.394,C,C,47.980,47.778,-0.202,151.736,3,success,--,,,,,,2796.298,,True,success
9000000438,spec-0491-51942-0561.fits,Eracleous+2012,False,0.194,A,A,494.837,485.532,-9.305,19.793,3,success,A,A,360.901,360.183,-0.718,57.939,1876.552,,False,success
9000000439,spec-1224-52765-0334.fits,Eracleous+2012,False,0.511,B,B,1355.405,1267.885,-87.519,2.834,2,success,--,,,,,,1836.159,"feop_shift,feuv_fwhm,feuv_shift",False,success
9000000440,spec-1367-53083-0379.fits,Eracleous+2012,False,0.116,A,A,877.325,813.363,-63.962,10.945,1,success,A,A,556.342,554.261,-2.080,5.187,4841.894,,False,success
9000000440,spec-8362-57732-0918.fits,Eracleous+2012,False,0.116,C,C,664.864,658.701,-6.163,6.061,2,success,C,C,402.291,401.779,-0.513,38.295,1200.000,feop_fwhm,False,success
9000000441,spec-1444-53054-0321.fits,Eracleous+2012,False,0.220,C,C,-1299.629,-1299.642,-0.013,0.695,2,success,C,C,-781.883,-781.883,0.000,27.981,9956.000,feop_norm,False,success
9000000441,spec-6685-56412-0003.fits,Eracleous+2012,False,0.220,B,B,709.775,688.944,-20.832,6.195,2,success,B,B,-399.939,-399.536,0.403,15.525,1200.000,"feop_fwhm,feuv_shift",True,success
9000000441,spec-7399-57162-0932.fits,Eracleous+2012,False,0.220,E,E,2299.104,2303.229,4.125,1.095,1,success,C,C,-945.725,-946.019,-0.294,6.147,9956.000,"feop_norm,feuv_shift",True,success
9000000442,spec-1442-53050-0037.fits,Eracleous+2012,False,0.525,A,A,1499.273,1618.073,118.800,0.691,1,success,--,,,,,,1200.025,,False,success
9000000443,spec-1609-53142-0517.fits,Eracleous+2012,False,0.170,C,C,141.813,173.285,31.472,16.401,2,success,C,C,176.497,169.790,-6.707,33.359,1898.371,,False,success
9000000444,spec-0515-52051-0099.fits,Eracleous+2012,False,0.469,C,C,-3004.220,-3014.978,-10.758,65.174,3,success,--,,,,,,1685.179,"feop_shift,feuv_fwhm,feuv_shift",False,success
9000000445,spec-0777-52320-0116.fits,Eracleous+2012,False,0.226,A,A,700.087,700.046,-0.042,12.044,3,success,A,A,410.600,410.571,-0.029,52.803,4377.070,feop_norm,False,success
9000000445,spec-7106-56663-0219.fits,Eracleous+2012,False,0.226,C,C,364.949,364.875,-0.074,13.059,3,success,C,C,132.582,132.602,0.020,32.049,9956.000,"feop_norm,feuv_shift",True,success
9000000446,spec-1229-52723-0489.fits,Eracleous+2012,False,0.395,B,B,-63.746,-63.889,-0.143,35.618,3,success,--,,,,,,1200.000,"feop_fwhm,feop_shift",True,success
9000000447,spec-1449-53116-0001.fits,Eracleous+2012,False,0.295,B,B,-1556.459,-1556.446,0.013,15.083,3,success,C,C,-1753.337,-1753.314,0.022,62.516,9999.866,"feop_norm,feuv_shift",True,success
9000000447,spec-7426-56771-0055.fits,Eracleous+2012,False,0.295,C,C,-1047.486,-1047.468,0.018,0.154,2,success,C,C,-1141.030,-1141.045,-0.015,48.167,9956.000,"feop_norm,feuv_shift",True,success
9000000448,spec-0884-52374-0133.fits,Eracleous+2012,False,0.321,A,A,1154.364,1152.844,-1.520,5.598,1,success,A,A,985.380,985.293,-0.087,3.174,3058.561,,True,success
9000000448,spec-8220-57432-0180.fits,Eracleous+2012,False,0.321,A,A,1087.896,1041.469,-46.427,3.110,1,success,A,A,738.522,736.028,-2.495,7.815,2834.343,,True,success
9000000449,spec-2015-53819-0143.fits,Eracleous+2012,False,0.448,B,B,897.481,805.403,-92.078,26.669,3,success,--,,,,,,2375.643,feop_shift,False,success
9000000449,spec-10247-58162-0218.fits,Eracleous+2012,False,0.448,B,B,1025.608,1024.761,-0.847,8.863,2,success,B,B,464.716,457.212,-7.504,34.120,9956.000,"feop_norm,feuv_fwhm",False,success
9000000450,spec-0522-52024-0408.fits,Eracleous+2012,False,0.227,C,C,-213.708,-213.701,0.006,4.161,2,success,F,F,-277.866,-277.865,0.001,54.715,2380.774,feop_norm,False,success
9000000451,spec-2661-54505-0197.fits,Eracleous+2012,False,0.189,C,C,-631.028,-632.750,-1.722,43.902,3,success,C,C,-522.579,-517.910,4.670,146.586,1243.769,"feop_norm,feop_shift",False,success
9000000452,spec-2031-53848-0060.fits,Eracleous+2012,False,0.310,B,B,-4097.537,-4097.170,0.367,2.880,2,success,B,B,-4074.438,-4074.215,0.223,8.921,9956.000,"feop_norm,feuv_shift",True,success
