lid,spectrum,sample,exact,z,hb_class_0.1.0,hb_class_0.2.0,hb_c50_sys_0.1.0,hb_c50_sys_0.2.0,hb_delta_c50,hb_bic_margin_0.2.0,hb_n_broad_0.2.0,hb_fit_status_0.2.0,ha_class_0.1.0,ha_class_0.2.0,ha_c50_sys_0.1.0,ha_c50_sys_0.2.0,ha_delta_c50,ha_bic_margin_0.2.0,conti_feop_fwhm_0.2.0,conti_at_bound_0.2.0,feuv_fwhm_fixed_0.2.0,continuum_status_0.2.0
9000000000,spec-0651-52141-0072.fits,Liu+2014,True,0.229,C,C,-1243.534,-1243.496,0.038,17.217,3,success,C,C,-1061.017,-1061.086,-0.069,124.224,9956.177,feop_norm,False,success
9000000000,spec-7169-56628-0344.fits,Liu+2014,False,0.229,C,C,-1675.191,-1646.844,28.348,183.916,3,success,C,C,-1882.303,-1882.823,-0.520,519.777,1200.000,feop_fwhm,True,success
9000000001,spec-0652-52138-0326.fits,Liu+2014,True,0.220,C,C,78.008,82.533,4.525,4.479,2,success,C,C,-57.136,-57.293,-0.157,33.315,1548.691,,False,success
9000000001,spec-7169-56628-0665.fits,Liu+2014,False,0.220,C,C,345.160,349.997,4.838,4.891,2,success,C,C,-57.909,-58.319,-0.410,56.118,1498.557,,True,success
9000000002,spec-0389-51795-0379.fits,Liu+2014,True,0.505,A,A,698.463,666.638,-31.824,12.998,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000002,spec-7853-56988-0219.fits,Liu+2014,False,0.505,A,A,475.622,466.619,-9.003,0.707,1,success,A,A,473.620,471.187,-2.433,5.799,9999.940,"feop_norm,feuv_fwhm",False,success
9000000002,spec-9407-58041-0149.fits,Liu+2014,False,0.505,C,C,411.405,406.295,-5.110,9.108,2,success,A,A,355.789,352.347,-3.442,0.478,1200.918,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000003,spec-0753-52233-0253.fits,Liu+2014,True,0.588,F,C,214.647,195.906,-18.741,40.718,3,success,--,,,,,,1242.316,feuv_fwhm,False,success
9000000004,spec-0390-51816-0538.fits,Liu+2014,False,0.307,A,A,1573.663,1565.907,-7.755,9.126,1,success,A,A,1325.451,1327.078,1.626,5.436,1747.444,,True,success
9000000004,spec-0390-51900-0531.fits,Liu+2014,True,0.307,W,A,1405.883,1407.536,1.653,3.552,1,success,A,A,1185.281,1161.738,-23.543,12.095,1829.501,,True,success
9000000004,spec-7854-56989-0403.fits,Liu+2014,False,0.307,C,C,1481.465,1492.228,10.763,14.723,2,success,A,A,1320.402,1323.339,2.937,0.717,3754.835,,True,success
9000000004,spec-9405-58048-0714.fits,Liu+2014,False,0.307,A,C,735.796,676.434,-59.363,10.491,2,success,A,A,682.372,682.544,0.172,1.017,3962.514,,True,success
9000000005,spec-0390-51816-0153.fits,Liu+2014,False,0.505,W,W,-191.535,-202.051,-10.516,2.953,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000005,spec-0390-51900-0157.fits,Liu+2014,True,0.505,W,W,-190.651,-213.576,-22.925,11.323,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000005,spec-7865-56955-0806.fits,Liu+2014,False,0.505,F,F,-77.149,-52.424,24.724,5.371,2,success,F,F,-167.771,-197.285,-29.514,5.832,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000005,spec-9347-58042-0621.fits,Liu+2014,False,0.505,F,F,6.267,4.960,-1.307,1.775,1,success,F,F,-71.036,-92.177,-21.140,6.571,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000006,spec-0688-52203-0089.fits,Liu+2014,True,0.484,C,C,-564.761,-561.747,3.014,5.286,2,success,--,,,,,,5355.185,,False,success
9000000006,spec-7865-56955-0857.fits,Liu+2014,False,0.484,C,C,-83.600,-159.097,-75.498,1.165,2,success,A,A,-389.351,-389.634,-0.283,13.694,1442.385,feuv_fwhm,False,success
9000000006,spec-9347-58042-0684.fits,Liu+2014,False,0.484,C,C,-20.787,-102.715,-81.928,4.698,2,success,A,A,-343.190,-341.302,1.888,9.769,2040.798,feuv_fwhm,False,success
9000000007,spec-0392-51793-0520.fits,Liu+2014,True,0.252,C,C,157.933,160.835,2.902,10.241,2,success,F,F,293.629,292.793,-0.836,4.879,1477.591,,True,success
9000000007,spec-7868-57006-0816.fits,Liu+2014,False,0.252,C,C,113.228,137.608,24.381,1.546,2,success,C,C,74.405,71.249,-3.156,52.133,1340.796,,True,success
9000000007,spec-9409-58051-0237.fits,Liu+2014,False,0.252,C,C,148.107,174.151,26.043,1.187,2,success,C,C,82.562,81.104,-1.458,14.200,1643.155,,True,success
9000000008,spec-2327-53710-0112.fits,Liu+2014,True,0.594,A,A,-1795.778,-1791.961,3.816,3.480,1,success,--,,,,,,1200.275,"feuv_fwhm,feuv_shift",False,success
9000000008,spec-11046-58398-0811.fits,Liu+2014,False,0.594,A,A,-1326.167,-1302.629,23.538,1.702,1,success,--,,,,,,3034.816,feuv_shift,False,success
9000000009,spec-0656-52148-0450.fits,Liu+2014,True,0.446,C,C,-287.403,-282.579,4.825,17.221,3,success,--,,,,,,1789.543,feuv_fwhm,False,success
9000000010,spec-0420-51871-0248.fits,Liu+2014,True,0.138,W,W,149.942,149.327,-0.615,7.250,2,success,W,W,130.052,130.042,-0.010,65.795,1200.000,feop_fwhm,False,success
9000000011,spec-0692-52201-0421.fits,Liu+2014,False,0.400,A,F,304.096,295.620,-8.477,10.791,3,success,--,,,,,,1394.168,,True,success
9000000011,spec-1132-52903-0510.fits,Liu+2014,True,0.400,A,A,319.781,305.992,-13.789,10.115,2,success,--,,,,,,1305.814,,True,success
9000000011,spec-9412-58096-0077.fits,Liu+2014,False,0.400,A,A,336.415,346.824,10.409,44.530,3,success,A,A,323.919,324.544,0.626,50.607,1508.739,,False,success
9000000012,spec-0658-52146-0548.fits,Liu+2014,True,0.357,F,F,193.163,207.728,14.565,30.832,3,success,F,F,48.502,45.452,-3.050,15.953,1200.000,feop_fwhm,True,success
9000000013,spec-0422-51811-0336.fits,Liu+2014,True,0.514,F,F,-270.577,-274.679,-4.102,5.738,2,success,--,,,,,,2095.506,"feuv_fwhm,feuv_shift",False,success
9000000013,spec-0422-51878-0330.fits,Liu+2014,False,0.514,F,F,-239.001,-246.286,-7.285,3.257,2,success,--,,,,,,1699.660,"feuv_fwhm,feuv_shift",False,success
9000000014,spec-0659-52199-0209.fits,Liu+2014,True,0.468,F,F,291.660,291.490,-0.170,10.158,2,success,--,,,,,,2348.801,feop_norm,False,success
9000000015,spec-0659-52199-0111.fits,Liu+2014,True,0.180,C,A,-388.831,-645.106,-256.275,11.969,1,success,A,A,-306.800,-316.613,-9.813,22.369,3005.815,pl_alpha,False,success
9000000016,spec-2061-53405-0007.fits,Liu+2014,False,0.655,A,A,769.859,648.234,-121.625,5.341,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000016,spec-2061-53711-0019.fits,Liu+2014,True,0.655,C,C,709.490,711.475,1.985,10.115,2,success,--,,,,,,1200.000,feop_fwhm,False,success
9000000016,spec-7727-58152-0916.fits,Liu+2014,False,0.655,A,A,373.805,379.585,5.780,1.691,2,success,--,,,,,,2742.837,"feop_shift,feuv_fwhm,feuv_shift",False,success
9000000017,spec-0661-52163-0633.fits,Liu+2014,True,0.359,A,C,-638.021,-490.245,147.776,11.130,2,success,A,A,-607.278,-606.244,1.034,14.689,1306.061,feop_shift,True,success
9000000018,spec-0429-51820-0303.fits,Liu+2014,True,0.267,B,B,-162.016,-235.329,-73.313,30.804,3,success,F,F,49.981,50.807,0.826,55.902,1200.002,feuv_shift,True,success
9000000018,spec-11052-58438-0416.fits,Liu+2014,False,0.267,A,A,808.373,526.017,-282.356,10.354,2,success,A,A,364.222,366.052,1.830,3.987,8676.542,feuv_shift,True,success
9000000019,spec-1505-52941-0347.fits,Liu+2014,True,0.453,C,C,-144.616,-140.807,3.810,10.384,3,success,--,,,,,,1405.666,,False,success
9000000019,spec-7840-57003-0768.fits,Liu+2014,False,0.453,C,C,153.009,153.357,0.348,14.050,2,success,F,F,56.625,55.700,-0.925,12.984,1897.129,,False,success
9000000019,spec-9390-58103-0285.fits,Liu+2014,False,0.453,C,C,-33.026,-42.882,-9.856,11.571,2,success,F,F,-58.746,-62.170,-3.425,4.770,1340.339,feuv_fwhm,False,success
9000000020,spec-0666-52149-0187.fits,Liu+2014,True,0.360,B,B,539.267,528.213,-11.054,49.979,3,success,C,C,190.302,190.632,0.330,60.837,2141.927,feuv_shift,True,success
9000000020,spec-7184-56629-0074.fits,Liu+2014,False,0.360,C,F,164.484,150.870,-13.614,22.635,3,success,C,C,154.778,171.061,16.284,96.005,5017.560,"feuv_fwhm,feuv_shift",False,success
9000000021,spec-0404-51812-0190.fits,Liu+2014,True,0.441,C,C,-549.747,-536.047,13.700,2.661,2,success,--,,,,,,1200.235,,False,success
9000000021,spec-0404-51877-0185.fits,Liu+2014,False,0.441,C,C,-371.209,-396.897,-25.688,15.848,2,success,--,,,,,,1828.531,,False,success
9000000021,spec-7837-56987-0182.fits,Liu+2014,False,0.441,A,C,-689.590,-730.909,-41.319,5.674,2,success,F,F,-202.878,-203.759,-0.881,15.592,2534.916,"feuv_fwhm,feuv_shift",False,success
9000000021,spec-9384-58080-0899.fits,Liu+2014,False,0.441,F,F,-79.384,-82.051,-2.667,0.189,1,success,F,F,-83.881,-83.230,0.651,20.095,1201.155,feop_norm,False,success
9000000022,spec-0428-51883-0108.fits,Liu+2014,True,0.408,C,A,337.197,346.647,9.450,35.011,3,success,--,,,,,,1200.000,"feop_fwhm,feuv_shift",True,success
9000000023,spec-0406-51817-0371.fits,Liu+2014,False,0.354,C,C,2212.849,2203.313,-9.536,19.516,3,success,C,C,1633.147,1632.876,-0.270,31.031,2620.060,,True,success
9000000023,spec-0406-51869-0374.fits,Liu+2014,True,0.354,A,C,2070.497,2033.098,-37.399,17.735,3,success,C,C,1529.369,1529.395,0.027,47.408,2629.211,,True,success
9000000023,spec-0406-51876-0379.fits,Liu+2014,False,0.354,B,B,2040.620,2040.871,0.251,7.002,2,success,C,C,1596.822,1596.834,0.012,49.975,2615.602,feop_shift,True,success
9000000023,spec-0406-51900-0374.fits,Liu+2014,False,0.354,B,B,2153.129,2129.716,-23.413,17.056,3,success,B,B,1608.633,1606.455,-2.179,29.189,1200.058,,True,success
9000000023,spec-0406-52238-0363.fits,Liu+2014,False,0.354,B,B,2192.384,2191.467,-0.917,9.473,2,success,C,C,1591.838,1591.815,-0.023,65.815,1940.750,feop_shift,True,success
9000000023,spec-7830-57043-0008.fits,Liu+2014,False,0.354,C,C,1887.669,1865.959,-21.710,14.301,2,success,C,C,1480.918,1480.461,-0.457,94.952,2308.071,"feop_shift,feuv_fwhm",False,success
9000000023,spec-7831-57016-0781.fits,Liu+2014,False,0.354,B,B,2005.702,1984.774,-20.927,9.126,2,success,C,C,1491.631,1495.477,3.846,118.275,1200.000,feop_fwhm,True,success
9000000023,spec-9382-57746-0685.fits,Liu+2014,False,0.354,B,B,2071.392,2071.059,-0.334,4.715,2,success,C,C,1566.903,1566.882,-0.021,104.138,1811.660,feop_shift,True,success
9000000024,spec-2399-53764-0434.fits,Liu+2014,True,0.507,C,A,342.245,385.676,43.431,56.459,3,success,--,,,,,,1500.812,feuv_fwhm,False,success
9000000025,spec-0456-51910-0133.fits,Liu+2014,True,0.148,F,F,95.274,90.954,-4.321,3.990,2,success,W,W,37.846,36.303,-1.543,36.070,1224.434,,False,success
9000000026,spec-1511-52946-0197.fits,Liu+2014,True,0.564,A,A,397.590,405.937,8.347,10.591,1,success,--,,,,,,1200.000,feop_fwhm,False,success
9000000026,spec-6782-56273-0074.fits,Liu+2014,False,0.564,A,A,463.566,449.574,-13.992,4.274,2,success,--,,,,,,1416.787,,False,success
9000000026,spec-6782-56572-0068.fits,Liu+2014,False,0.564,A,C,513.124,494.382,-18.743,0.420,2,success,--,,,,,,1340.199,,False,success
9000000026,spec-6782-56576-0072.fits,Liu+2014,False,0.564,A,C,532.018,522.466,-9.552,0.772,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000026,spec-6782-56602-0080.fits,Liu+2014,False,0.564,A,A,591.351,577.541,-13.810,2.160,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000026,spec-7822-57041-0698.fits,Liu+2014,False,0.564,A,A,543.377,540.743,-2.633,6.041,1,success,C,C,121.500,121.452,-0.048,12.332,9956.000,"feop_norm,feuv_fwhm",False,success
9000000026,spec-9371-58073-0198.fits,Liu+2014,False,0.564,A,A,373.370,373.272,-0.098,6.907,1,success,--,,,,,,1200.000,"feop_fwhm,feop_shift,feuv_shift",False,success
9000000027,spec-1067-52616-0397.fits,Liu+2014,True,0.471,W,W,-214.683,-218.824,-4.142,8.326,2,success,--,,,,,,1376.196,feuv_fwhm,False,success
9000000027,spec-1068-52614-0629.fits,Liu+2014,False,0.471,C,C,-247.280,-247.092,0.188,2.197,2,success,--,,,,,,1634.863,,False,success
9000000027,spec-7820-56984-0954.fits,Liu+2014,False,0.471,F,F,-177.546,-178.481,-0.935,2.223,2,success,F,F,-173.165,-172.213,0.952,17.184,1459.010,"feuv_fwhm,feuv_shift",False,success
9000000027,spec-9370-58056-0003.fits,Liu+2014,False,0.471,F,F,-147.484,-151.971,-4.487,4.528,2,success,F,F,-128.116,-127.306,0.810,32.174,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000028,spec-0709-52205-0594.fits,Liu+2014,False,0.402,C,C,299.518,301.702,2.183,13.006,2,success,--,,,,,,1203.359,,True,success
9000000028,spec-0710-52203-0389.fits,Liu+2014,False,0.402,A,A,509.488,497.271,-12.217,3.811,1,success,--,,,,,,1238.818,,True,success
9000000028,spec-0803-52264-0342.fits,Liu+2014,False,0.402,A,A,537.078,537.927,0.849,2.618,1,success,--,,,,,,1329.636,,True,success
9000000028,spec-0803-52297-0323.fits,Liu+2014,False,0.402,F,F,-85.667,-77.911,7.757,0.919,1,success,--,,,,,,6795.235,"feop_shift,feuv_shift",True,success
9000000028,spec-0803-52318-0336.fits,Liu+2014,True,0.402,C,C,307.726,307.799,0.073,11.053,2,success,--,,,,,,1227.746,feuv_shift,True,success
9000000029,spec-0460-51924-0425.fits,Liu+2014,True,0.714,A,A,739.362,738.921,-0.441,3.042,1,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000030,spec-0460-51924-0228.fits,Liu+2014,True,0.704,A,A,-601.521,-602.075,-0.554,3.863,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000031,spec-0414-51869-0328.fits,Liu+2014,False,0.185,C,C,-285.624,-287.205,-1.582,14.853,3,success,A,A,-325.152,-326.214,-1.063,161.833,1471.177,,False,success
9000000031,spec-0414-51901-0341.fits,Liu+2014,True,0.185,C,C,-280.879,-281.351,-0.472,11.496,3,success,A,A,-325.968,-326.276,-0.308,221.856,1348.247,,False,success
9000000031,spec-1181-53358-0329.fits,Liu+2014,False,0.185,C,C,-318.192,-228.401,89.791,59.006,3,success,C,F,-323.628,-187.516,136.112,9.870,1946.254,,False,success
9000000032,spec-1516-52933-0118.fits,Liu+2014,False,0.304,C,C,680.619,680.610,-0.009,11.927,2,success,C,C,414.984,414.973,-0.011,13.075,1860.365,feop_norm,True,success
9000000032,spec-1517-52934-0306.fits,Liu+2014,True,0.304,C,C,761.123,762.141,1.018,7.477,2,success,C,C,422.371,422.280,-0.091,9.329,10000.000,"feop_fwhm,feuv_shift",True,success
9000000033,spec-2302-53709-0365.fits,Liu+2014,True,0.513,F,F,-296.425,-295.704,0.721,5.263,2,success,--,,,,,,1778.816,feuv_fwhm,False,success
9000000034,spec-2073-53728-0474.fits,Liu+2014,True,0.525,C,A,321.776,317.230,-4.547,34.777,3,success,--,,,,,,1739.769,"feuv_fwhm,feuv_shift",False,success
9000000035,spec-0541-51959-0225.fits,Liu+2014,True,0.334,W,W,-73.912,-75.277,-1.365,10.562,3,success,W,W,-7.217,-7.236,-0.019,23.530,1532.050,feop_shift,True,success
9000000036,spec-0432-51884-0382.fits,Liu+2014,True,0.292,A,A,-1112.082,-1111.732,0.350,77.039,3,success,A,A,-1087.852,-1088.302,-0.450,33.497,9412.369,"feop_norm,feuv_shift",True,success
9000000037,spec-1263-52708-0255.fits,Liu+2014,True,0.704,A,A,-442.927,-448.771,-5.845,8.403,2,success,--,,,,,,1421.929,feuv_fwhm,False,success
9000000038,spec-0755-52235-0046.fits,Liu+2014,True,0.462,B,B,1694.103,1665.201,-28.901,15.582,2,success,--,,,,,,1604.895,feop_shift,False,success
9000000039,spec-1263-52708-0075.fits,Liu+2014,True,0.263,F,F,-46.504,-47.654,-1.150,2.043,2,success,F,F,-85.483,-85.508,-0.025,50.479,1200.065,feuv_shift,True,success
9000000040,spec-0756-52237-0201.fits,Liu+2014,False,0.281,F,F,-250.404,-250.641,-0.237,12.347,2,success,F,F,-283.347,-283.525,-0.178,3.670,1200.000,"feop_fwhm,feuv_shift",True,success
9000000040,spec-0756-52577-0225.fits,Liu+2014,True,0.281,C,C,-284.360,-279.537,4.823,11.593,2,success,F,F,-260.137,-264.461,-4.324,4.331,9327.378,feop_norm,True,success
9000000041,spec-0756-52237-0205.fits,Liu+2014,False,0.330,F,F,208.455,193.479,-14.977,4.142,2,success,F,F,173.659,171.677,-1.983,6.807,1200.000,feop_fwhm,True,success
9000000041,spec-0756-52577-0226.fits,Liu+2014,True,0.330,F,F,193.877,187.689,-6.188,5.344,2,success,F,F,39.778,34.601,-5.177,3.460,1200.000,feop_fwhm,True,success
9000000042,spec-1736-53052-0620.fits,Liu+2014,True,0.192,C,C,376.664,412.721,36.057,5.206,2,success,F,F,188.826,187.291,-1.535,77.854,1485.771,,False,success
9000000042,spec-8276-57067-0795.fits,Liu+2014,False,0.192,A,A,329.142,329.153,0.011,111.879,3,success,F,F,146.244,146.244,-0.000,2.564,9955.798,"feop_norm,feop_shift,feuv_shift",True,success
9000000042,spec-8305-57749-0411.fits,Liu+2014,False,0.192,C,C,381.356,353.701,-27.655,23.605,3,success,F,F,112.703,111.639,-1.064,23.440,1200.000,"feop_fwhm,feuv_norm,feuv_shift",True,success
9000000043,spec-0542-51993-0560.fits,Liu+2014,True,0.132,F,F,256.203,256.140,-0.063,19.255,3,success,F,F,226.616,226.637,0.021,102.465,2167.016,pl_alpha,False,success
9000000044,spec-1920-53314-0157.fits,Liu+2014,True,0.186,F,F,-253.501,-253.499,0.002,11.619,3,success,F,F,-165.003,-165.007,-0.004,0.720,7612.400,"feop_norm,feop_shift",False,success
9000000045,spec-1060-52636-0056.fits,Liu+2014,True,0.340,W,W,-302.949,-298.143,4.806,13.308,2,success,W,W,-259.468,-260.610,-1.142,10.315,1365.900,,True,success
9000000045,spec-3166-54830-0059.fits,Liu+2014,False,0.340,W,W,-206.683,-205.915,0.768,1.802,2,success,W,W,-232.085,-232.036,0.049,0.491,1631.883,,True,success
9000000046,spec-1150-52644-0109.fits,Liu+2014,True,0.655,C,C,-208.237,-185.590,22.647,33.220,3,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000047,spec-2266-53679-0384.fits,Liu+2014,True,0.612,A,A,-349.433,-364.009,-14.577,13.391,1,success,--,,,,,,2026.796,,False,success
9000000048,spec-0437-51869-0222.fits,Liu+2014,True,0.212,C,C,-141.290,-158.462,-17.172,150.074,3,success,F,F,-125.669,-126.262,-0.593,72.732,1876.338,,False,success
9000000048,spec-0437-51876-0234.fits,Liu+2014,False,0.212,F,C,-114.804,-147.525,-32.721,67.819,3,success,F,F,-151.629,-153.031,-1.403,97.574,1745.016,,False,success
9000000048,spec-3674-55182-0998.fits,Liu+2014,False,0.212,C,C,-167.360,-170.499,-3.139,57.614,3,success,F,F,-147.155,-147.418,-0.263,159.060,1458.162,,True,success
9000000048,spec-8291-57391-0871.fits,Liu+2014,False,0.212,C,C,-147.634,-150.691,-3.056,23.435,3,success,C,C,-128.418,-129.443,-1.025,141.632,1200.046,feuv_shift,True,success
9000000049,spec-2419-54139-0376.fits,Liu+2014,True,0.205,C,C,522.655,523.856,1.201,114.913,3,success,A,A,472.186,471.908,-0.278,33.236,1200.303,,False,success
9000000050,spec-0437-51869-0534.fits,Liu+2014,True,0.449,C,C,311.747,311.560,-0.188,149.327,3,success,--,,,,,,1456.233,"feop_norm,feuv_fwhm",False,success
9000000050,spec-0437-51876-0538.fits,Liu+2014,False,0.449,C,C,259.234,259.110,-0.124,139.067,3,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000051,spec-1205-52670-0493.fits,Liu+2014,True,0.137,A,A,-343.235,-352.706,-9.470,7.958,1,success,F,F,-241.125,-234.009,7.116,5.884,3417.372,pl_alpha,False,success
9000000052,spec-0438-51884-0570.fits,Liu+2014,True,0.417,A,A,448.699,448.696,-0.003,9.529,2,success,--,,,,,,1244.000,"feop_norm,feuv_shift",True,success
9000000052,spec-7378-56715-0480.fits,Liu+2014,False,0.417,C,C,-37.387,-38.698,-1.311,10.246,2,success,F,F,-70.993,-71.396,-0.404,8.052,9956.000,"feop_norm,feuv_fwhm",False,success
9000000053,spec-1924-53330-0139.fits,Liu+2014,True,0.731,C,C,-391.946,-394.959,-3.014,13.329,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000053,spec-11109-58523-0403.fits,Liu+2014,False,0.731,C,C,-407.762,-392.481,15.281,64.625,3,success,--,,,,,,1554.778,feuv_fwhm,False,success
9000000054,spec-1924-53330-0140.fits,Liu+2014,True,0.638,A,A,-370.722,-418.976,-48.253,10.462,1,success,--,,,,,,2335.049,feuv_fwhm,False,success
9000000054,spec-11109-58523-0417.fits,Liu+2014,False,0.638,F,F,-88.089,-86.212,1.878,6.229,1,success,--,,,,,,2179.418,,False,success
9000000055,spec-1872-53386-0436.fits,Liu+2014,True,0.276,C,C,1443.337,1426.388,-16.949,13.971,2,success,C,C,850.273,845.530,-4.743,35.570,2953.658,,True,success
9000000055,spec-7280-56709-0690.fits,Liu+2014,False,0.276,C,C,1199.075,1199.028,-0.047,10.643,3,success,C,C,777.245,777.255,0.010,42.450,1464.551,feuv_shift,True,success
9000000056,spec-2420-54086-0433.fits,Liu+2014,True,0.421,F,F,-289.896,-286.667,3.229,2.076,1,success,--,,,,,,2082.159,,True,success
9000000057,spec-0546-52205-0132.fits,Liu+2014,True,0.507,C,C,679.130,679.205,0.075,26.964,2,success,--,,,,,,5757.391,,False,success
9000000057,spec-8292-57373-0116.fits,Liu+2014,False,0.507,C,C,467.778,462.668,-5.110,14.363,2,success,C,C,323.988,323.834,-0.153,17.631,1200.000,feop_fwhm,False,success
9000000058,spec-0930-52618-0401.fits,Liu+2014,True,0.162,F,F,236.609,236.606,-0.004,5.894,1,success,F,F,82.655,82.653,-0.002,4.047,1243.946,feop_norm,False,success
9000000059,spec-0892-52378-0551.fits,Liu+2014,True,0.661,A,C,805.974,620.981,-184.993,11.031,2,success,--,,,,,,1887.886,,False,success
9000000059,spec-9359-58056-0183.fits,Liu+2014,False,0.661,C,A,301.905,366.455,64.550,1.339,1,success,--,,,,,,1682.772,feuv_fwhm,False,success
9000000060,spec-1925-53327-0441.fits,Liu+2014,True,0.163,F,F,239.508,239.507,-0.001,15.198,2,success,F,F,140.733,140.735,0.002,15.726,2396.189,feop_norm,False,success
9000000060,spec-11109-58523-0851.fits,Liu+2014,False,0.163,W,A,139.189,301.572,162.384,2.039,2,success,W,A,94.314,304.820,210.507,20.109,1200.000,feop_fwhm,False,success
9000000061,spec-2420-54086-0061.fits,Liu+2014,True,0.361,A,A,344.341,344.149,-0.192,11.689,1,success,C,C,94.552,94.541,-0.011,5.851,5783.155,feop_norm,True,success
9000000062,spec-1927-53321-0285.fits,Liu+2014,True,0.669,A,A,636.803,633.471,-3.332,2.455,1,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000062,spec-11108-58467-0394.fits,Liu+2014,False,0.669,C,C,546.961,546.920,-0.041,13.824,2,success,--,,,,,,1228.474,"feop_norm,feuv_fwhm",False,success
9000000063,spec-0443-51873-0299.fits,Liu+2014,True,0.513,F,F,-230.959,-236.308,-5.349,10.519,2,success,--,,,,,,2245.205,feuv_shift,False,success
9000000063,spec-7378-56715-0924.fits,Liu+2014,False,0.513,F,F,-144.435,-81.195,63.240,4.660,1,success,A,A,-354.445,-358.712,-4.267,4.999,1200.002,,False,success
9000000064,spec-0444-51883-0300.fits,Liu+2014,True,0.338,C,C,644.627,644.635,0.008,4.817,2,success,A,A,467.793,467.858,0.065,3.106,2391.626,"feop_norm,feop_shift",True,success
9000000064,spec-7301-56746-0032.fits,Liu+2014,False,0.338,C,C,394.657,394.005,-0.652,11.963,2,success,A,A,306.707,306.722,0.015,12.452,2729.810,"feop_norm,feop_shift",True,success
9000000065,spec-0442-51882-0572.fits,Liu+2014,True,0.356,C,C,579.523,579.666,0.143,0.961,2,success,A,A,511.728,511.772,0.044,6.532,1352.488,feop_norm,True,success
9000000065,spec-7310-56693-0704.fits,Liu+2014,False,0.356,F,F,58.142,58.181,0.039,29.382,3,success,F,F,49.161,49.110,-0.051,155.129,1759.198,"feop_norm,feop_shift",True,success
9000000066,spec-1267-52932-0066.fits,Liu+2014,True,0.321,A,A,1332.437,1332.438,0.002,3.636,2,success,C,C,940.895,940.897,0.002,22.029,9999.999,"feop_norm,feop_fwhm,feop_shift",True,success
9000000066,spec-9612-57801-0240.fits,Liu+2014,False,0.321,C,C,648.592,648.607,0.015,3.568,2,success,C,C,479.583,479.597,0.014,67.668,7610.526,"feop_norm,feop_shift",True,success
9000000066,spec-10658-58439-0416.fits,Liu+2014,False,0.321,A,A,894.379,893.796,-0.582,0.604,1,success,A,A,406.855,406.848,-0.007,7.897,9956.000,"feop_norm,feuv_shift",True,success
9000000066,spec-11124-58430-0828.fits,Liu+2014,False,0.321,A,A,643.353,643.303,-0.050,2.339,1,success,A,A,444.346,444.359,0.013,4.906,8344.054,feop_norm,True,success
9000000067,spec-1586-52945-0131.fits,Liu+2014,True,0.482,C,C,508.014,516.120,8.106,0.533,2,success,--,,,,,,1460.305,,False,success
9000000067,spec-9607-58085-0837.fits,Liu+2014,False,0.482,C,C,507.746,527.180,19.434,19.595,3,success,A,A,362.211,452.006,89.795,0.093,1230.583,,False,success
9000000067,spec-11124-58430-0182.fits,Liu+2014,False,0.482,A,A,453.790,445.468,-8.322,8.732,2,success,A,A,369.037,372.840,3.804,10.515,1200.000,feop_fwhm,False,success
9000000068,spec-1267-52932-0578.fits,Liu+2014,True,0.293,C,A,569.465,581.016,11.552,0.803,1,success,A,A,329.405,327.737,-1.668,16.100,1502.272,,True,success
9000000068,spec-10657-58157-0020.fits,Liu+2014,False,0.293,C,C,463.801,468.000,4.199,3.562,2,success,C,C,381.534,378.657,-2.876,25.895,1579.347,,True,success
9000000069,spec-1297-52963-0439.fits,Liu+2014,True,0.399,C,C,394.792,396.553,1.761,11.685,2,success,--,,,,,,2108.984,,True,success
9000000070,spec-0444-51883-0245.fits,Liu+2014,True,0.395,F,A,-253.426,-437.382,-183.956,9.006,1,success,--,,,,,,2817.397,,True,success
9000000070,spec-7302-57012-0395.fits,Liu+2014,False,0.395,A,A,-364.903,-365.269,-0.366,4.905,1,success,A,A,-840.319,-840.606,-0.287,1.376,1419.576,,False,success
9000000071,spec-1267-52932-0631.fits,Liu+2014,True,0.777,F,F,215.498,216.999,1.501,12.823,2,success,--,,,,,,1303.016,"feop_norm,feuv_fwhm",False,success
